G11_shinriki
06.09.2021
19:34:38
shinriki oszillator
DFT of V1
shinriki oszillator 
Chaos_Versuch
V1(V) V2(V) V3(V) cutX(V) cutY(V) DFTfq(Hz) DFTY(power)

2,252E+0 1,771E-1 4,398E-1 2,998E-1 -6,583E-2 3,003E+1 2,030E+0
1,234E+0 2,935E-1 9,039E-2 0,000E+0 0,000E+0 3,141E+4 6,311E-11
1,264E+0 2,945E-1 9,730E-2 0,000E+0 0,000E+0 3,144E+4 9,052E-11
1,296E+0 2,950E-1 1,034E-1 0,000E+0 0,000E+0 3,147E+4 1,070E-10
1,327E+0 2,956E-1 1,101E-1 0,000E+0 0,000E+0 3,150E+4 7,576E-11
1,359E+0 2,960E-1 1,166E-1 0,000E+0 0,000E+0 3,153E+4 8,591E-11
1,391E+0 2,960E-1 1,225E-1 0,000E+0 0,000E+0 3,156E+4 8,464E-11
1,423E+0 2,963E-1 1,291E-1 0,000E+0 0,000E+0 3,159E+4 1,227E-10
1,455E+0 2,961E-1 1,353E-1 0,000E+0 0,000E+0 3,162E+4 1,304E-10
1,487E+0 2,960E-1 1,416E-1 0,000E+0 0,000E+0 3,165E+4 7,458E-11
1,520E+0 2,956E-1 1,477E-1 0,000E+0 0,000E+0 3,168E+4 1,283E-10
1,552E+0 2,951E-1 1,544E-1 0,000E+0 0,000E+0 3,171E+4 7,544E-11
1,585E+0 2,943E-1 1,602E-1 0,000E+0 0,000E+0 3,174E+4 6,796E-11
1,617E+0 2,940E-1 1,664E-1 0,000E+0 0,000E+0 3,177E+4 7,207E-11
1,648E+0 2,933E-1 1,727E-1 0,000E+0 0,000E+0 3,180E+4 9,424E-11
1,680E+0 2,922E-1 1,788E-1 0,000E+0 0,000E+0 3,183E+4 8,652E-11
1,712E+0 2,912E-1 1,847E-1 0,000E+0 0,000E+0 3,186E+4 1,214E-10
1,743E+0 2,900E-1 1,908E-1 0,000E+0 0,000E+0 3,189E+4 9,623E-11
1,775E+0 2,889E-1 1,967E-1 0,000E+0 0,000E+0 3,192E+4 4,480E-11
1,805E+0 2,877E-1 2,028E-1 0,000E+0 0,000E+0 3,195E+4 7,216E-11
1,836E+0 2,864E-1 2,082E-1 0,000E+0 0,000E+0 3,198E+4 9,680E-11
1,865E+0 2,851E-1 2,142E-1 0,000E+0 0,000E+0 3,201E+4 7,319E-11
1,894E+0 2,838E-1 2,201E-1 0,000E+0 0,000E+0 3,204E+4 2,094E-10
1,922E+0 2,823E-1 2,255E-1 0,000E+0 0,000E+0 3,207E+4 1,776E-10
1,949E+0 2,806E-1 2,311E-1 0,000E+0 0,000E+0 3,210E+4 7,805E-11
1,976E+0 2,790E-1 2,365E-1 0,000E+0 0,000E+0 3,213E+4 1,696E-10
2,001E+0 2,775E-1 2,423E-1 0,000E+0 0,000E+0 3,216E+4 1,379E-10
2,025E+0 2,760E-1 2,476E-1 0,000E+0 0,000E+0 3,219E+4 7,293E-11
2,048E+0 2,742E-1 2,532E-1 0,000E+0 0,000E+0 3,222E+4 7,921E-11
2,069E+0 2,726E-1 2,586E-1 0,000E+0 0,000E+0 3,225E+4 1,301E-10
2,089E+0 2,706E-1 2,642E-1 0,000E+0 0,000E+0 3,228E+4 1,041E-10
2,108E+0 2,688E-1 2,691E-1 0,000E+0 0,000E+0 3,231E+4 1,058E-10
2,125E+0 2,670E-1 2,744E-1 0,000E+0 0,000E+0 3,234E+4 1,616E-10
2,141E+0 2,650E-1 2,795E-1 0,000E+0 0,000E+0 3,237E+4 9,503E-11
2,155E+0 2,629E-1 2,848E-1 0,000E+0 0,000E+0 3,240E+4 6,907E-11
2,168E+0 2,609E-1 2,899E-1 0,000E+0 0,000E+0 3,243E+4 1,127E-10
2,180E+0 2,586E-1 2,941E-1 0,000E+0 0,000E+0 3,246E+4 6,376E-11
2,190E+0 2,561E-1 2,992E-1 0,000E+0 0,000E+0 3,249E+4 1,134E-10
2,199E+0 2,537E-1 3,042E-1 0,000E+0 0,000E+0 3,252E+4 7,568E-11
2,207E+0 2,510E-1 3,088E-1 0,000E+0 0,000E+0 3,255E+4 7,323E-11
2,213E+0 2,477E-1 3,131E-1 0,000E+0 0,000E+0 3,258E+4 6,885E-11
2,218E+0 2,449E-1 3,177E-1 0,000E+0 0,000E+0 3,261E+4 7,708E-11
2,223E+0 2,416E-1 3,225E-1 0,000E+0 0,000E+0 3,264E+4 8,667E-11
2,226E+0 2,384E-1 3,267E-1 0,000E+0 0,000E+0 3,267E+4 9,981E-11
2,229E+0 2,346E-1 3,307E-1 0,000E+0 0,000E+0 3,270E+4 1,295E-10
2,230E+0 2,309E-1 3,348E-1 0,000E+0 0,000E+0 3,273E+4 4,398E-11
2,231E+0 2,267E-1 3,394E-1 0,000E+0 0,000E+0 3,276E+4 5,763E-11
2,231E+0 2,226E-1 3,430E-1 0,000E+0 0,000E+0 3,279E+4 5,311E-11
2,230E+0 2,178E-1 3,471E-1 0,000E+0 0,000E+0 3,282E+4 8,263E-11
2,229E+0 2,133E-1 3,509E-1 0,000E+0 0,000E+0 3,285E+4 1,441E-10
2,226E+0 2,087E-1 3,544E-1 0,000E+0 0,000E+0 3,288E+4 1,261E-10
2,224E+0 2,031E-1 3,582E-1 0,000E+0 0,000E+0 3,291E+4 5,285E-11
2,220E+0 1,980E-1 3,616E-1 0,000E+0 0,000E+0 3,294E+4 8,298E-11
2,216E+0 1,924E-1 3,649E-1 0,000E+0 0,000E+0 3,297E+4 6,170E-11
2,212E+0 1,867E-1 3,682E-1 0,000E+0 0,000E+0 3,300E+4 6,050E-11
2,207E+0 1,806E-1 3,712E-1 0,000E+0 0,000E+0 3,303E+4 7,169E-11
2,201E+0 1,747E-1 3,740E-1 0,000E+0 0,000E+0 3,306E+4 8,800E-11
2,195E+0 1,681E-1 3,766E-1 0,000E+0 0,000E+0 3,309E+4 1,018E-10
2,189E+0 1,615E-1 3,797E-1 0,000E+0 0,000E+0 3,312E+4 1,182E-10
2,182E+0 1,547E-1 3,819E-1 0,000E+0 0,000E+0 3,315E+4 1,101E-10
2,175E+0 1,472E-1 3,843E-1 0,000E+0 0,000E+0 3,318E+4 6,919E-11
2,167E+0 1,403E-1 3,861E-1 0,000E+0 0,000E+0 3,321E+4 1,172E-10
2,159E+0 1,327E-1 3,886E-1 0,000E+0 0,000E+0 3,324E+4 5,986E-11
2,150E+0 1,251E-1 3,898E-1 0,000E+0 0,000E+0 3,327E+4 5,244E-11
2,141E+0 1,174E-1 3,919E-1 0,000E+0 0,000E+0 3,330E+4 3,998E-11
2,132E+0 1,096E-1 3,932E-1 0,000E+0 0,000E+0 3,333E+4 6,325E-11
2,122E+0 1,019E-1 3,944E-1 0,000E+0 0,000E+0 3,336E+4 9,003E-11
2,112E+0 9,352E-2 3,955E-1 0,000E+0 0,000E+0 3,339E+4 8,982E-11
2,102E+0 8,529E-2 3,965E-1 0,000E+0 0,000E+0 3,342E+4 5,452E-11
2,091E+0 7,673E-2 3,973E-1 0,000E+0 0,000E+0 3,345E+4 8,431E-11
2,080E+0 6,817E-2 3,977E-1 0,000E+0 0,000E+0 3,348E+4 8,131E-11
2,069E+0 5,961E-2 3,980E-1 0,000E+0 0,000E+0 3,351E+4 8,496E-11
2,057E+0 5,056E-2 3,980E-1 0,000E+0 0,000E+0 3,354E+4 6,619E-11
2,046E+0 4,184E-2 3,982E-1 0,000E+0 0,000E+0 3,357E+4 6,957E-11
2,034E+0 3,295E-2 3,977E-1 0,000E+0 0,000E+0 3,360E+4 6,291E-11
2,021E+0 2,406E-2 3,975E-1 0,000E+0 0,000E+0 3,363E+4 7,001E-11
2,008E+0 1,485E-2 3,973E-1 0,000E+0 0,000E+0 3,366E+4 7,146E-11
1,996E+0 5,467E-3 3,965E-1 0,000E+0 0,000E+0 3,369E+4 7,435E-11
1,982E+0 -3,750E-3 3,952E-1 0,000E+0 0,000E+0 3,372E+4 4,392E-11
1,969E+0 -1,264E-2 3,936E-1 0,000E+0 0,000E+0 3,375E+4 4,749E-11
1,955E+0 -2,202E-2 3,921E-1 0,000E+0 0,000E+0 3,378E+4 6,375E-11
1,941E+0 -3,107E-2 3,908E-1 0,000E+0 0,000E+0 3,381E+4 5,966E-11
1,927E+0 -4,045E-2 3,889E-1 0,000E+0 0,000E+0 3,384E+4 4,450E-11
1,912E+0 -4,950E-2 3,868E-1 0,000E+0 0,000E+0 3,387E+4 5,899E-11
1,898E+0 -5,889E-2 3,842E-1 0,000E+0 0,000E+0 3,390E+4 9,352E-11
1,883E+0 -6,794E-2 3,817E-1 0,000E+0 0,000E+0 3,393E+4 7,934E-11
1,868E+0 -7,666E-2 3,786E-1 0,000E+0 0,000E+0 3,396E+4 1,066E-10
1,853E+0 -8,571E-2 3,759E-1 0,000E+0 0,000E+0 3,399E+4 8,751E-11
1,838E+0 -9,476E-2 3,728E-1 0,000E+0 0,000E+0 3,402E+4 5,682E-11
1,823E+0 -1,037E-1 3,694E-1 0,000E+0 0,000E+0 3,405E+4 4,397E-11
1,807E+0 -1,120E-1 3,656E-1 0,000E+0 0,000E+0 3,408E+4 8,632E-11
1,791E+0 -1,208E-1 3,618E-1 0,000E+0 0,000E+0 3,411E+4 6,942E-11
1,776E+0 -1,292E-1 3,582E-1 0,000E+0 0,000E+0 3,414E+4 7,717E-11
1,760E+0 -1,376E-1 3,539E-1 0,000E+0 0,000E+0 3,417E+4 7,468E-11
1,744E+0 -1,458E-1 3,496E-1 0,000E+0 0,000E+0 3,420E+4 6,536E-11
1,728E+0 -1,535E-1 3,455E-1 0,000E+0 0,000E+0 3,423E+4 6,552E-11
1,712E+0 -1,618E-1 3,404E-1 0,000E+0 0,000E+0 3,426E+4 5,487E-11
1,696E+0 -1,692E-1 3,356E-1 0,000E+0 0,000E+0 3,429E+4 4,291E-11
1,680E+0 -1,771E-1 3,304E-1 0,000E+0 0,000E+0 3,432E+4 5,349E-11
1,664E+0 -1,843E-1 3,253E-1 0,000E+0 0,000E+0 3,435E+4 6,763E-11
1,648E+0 -1,912E-1 3,198E-1 0,000E+0 0,000E+0 3,438E+4 5,460E-11
1,632E+0 -1,981E-1 3,141E-1 0,000E+0 0,000E+0 3,441E+4 6,009E-11
1,615E+0 -2,052E-1 3,086E-1 0,000E+0 0,000E+0 3,444E+4 6,272E-11
1,598E+0 -2,113E-1 3,032E-1 0,000E+0 0,000E+0 3,447E+4 6,087E-11
1,582E+0 -2,179E-1 2,974E-1 0,000E+0 0,000E+0 3,450E+4 4,705E-11
1,566E+0 -2,240E-1 2,913E-1 0,000E+0 0,000E+0 3,453E+4 1,105E-10
1,549E+0 -2,294E-1 2,853E-1 0,000E+0 0,000E+0 3,456E+4 7,631E-11
1,533E+0 -2,348E-1 2,795E-1 0,000E+0 0,000E+0 3,459E+4 5,493E-11
1,517E+0 -2,401E-1 2,724E-1 0,000E+0 0,000E+0 3,462E+4 1,044E-10
1,501E+0 -2,449E-1 2,663E-1 0,000E+0 0,000E+0 3,465E+4 8,179E-11
1,485E+0 -2,496E-1 2,602E-1 0,000E+0 0,000E+0 3,468E+4 1,200E-10
1,468E+0 -2,541E-1 2,532E-1 0,000E+0 0,000E+0 3,471E+4 6,717E-11
1,452E+0 -2,580E-1 2,469E-1 0,000E+0 0,000E+0 3,474E+4 6,207E-11
1,436E+0 -2,618E-1 2,402E-1 0,000E+0 0,000E+0 3,477E+4 9,698E-11
1,421E+0 -2,654E-1 2,334E-1 0,000E+0 0,000E+0 3,480E+4 1,123E-10
1,405E+0 -2,687E-1 2,270E-1 0,000E+0 0,000E+0 3,483E+4 7,301E-11
1,390E+0 -2,719E-1 2,199E-1 0,000E+0 0,000E+0 3,486E+4 1,364E-10
1,374E+0 -2,742E-1 2,135E-1 0,000E+0 0,000E+0 3,489E+4 1,720E-10
1,358E+0 -2,765E-1 2,063E-1 0,000E+0 0,000E+0 3,492E+4 1,191E-10
1,343E+0 -2,784E-1 1,997E-1 0,000E+0 0,000E+0 3,495E+4 1,196E-10
1,327E+0 -2,803E-1 1,926E-1 0,000E+0 0,000E+0 3,498E+4 9,198E-11
1,312E+0 -2,814E-1 1,855E-1 0,000E+0 0,000E+0 3,502E+4 8,113E-11
1,297E+0 -2,826E-1 1,789E-1 0,000E+0 0,000E+0 3,505E+4 6,277E-11
1,282E+0 -2,835E-1 1,720E-1 0,000E+0 0,000E+0 3,508E+4 7,412E-11
1,267E+0 -2,840E-1 1,653E-1 0,000E+0 0,000E+0 3,511E+4 7,983E-11
1,253E+0 -2,839E-1 1,585E-1 0,000E+0 0,000E+0 3,514E+4 1,426E-10
1,238E+0 -2,837E-1 1,516E-1 0,000E+0 0,000E+0 3,517E+4 1,089E-10
1,223E+0 -2,834E-1 1,447E-1 0,000E+0 0,000E+0 3,520E+4 7,683E-11
1,209E+0 -2,826E-1 1,378E-1 0,000E+0 0,000E+0 3,523E+4 5,989E-11
1,195E+0 -2,814E-1 1,312E-1 0,000E+0 0,000E+0 3,526E+4 8,546E-11
1,181E+0 -2,799E-1 1,245E-1 0,000E+0 0,000E+0 3,529E+4 4,795E-11
1,167E+0 -2,784E-1 1,180E-1 0,000E+0 0,000E+0 3,532E+4 6,253E-11
1,153E+0 -2,766E-1 1,118E-1 0,000E+0 0,000E+0 3,535E+4 5,838E-11
1,140E+0 -2,742E-1 1,052E-1 0,000E+0 0,000E+0 3,538E+4 6,987E-11
1,127E+0 -2,714E-1 9,862E-2 0,000E+0 0,000E+0 3,541E+4 5,896E-11
1,115E+0 -2,686E-1 9,302E-2 0,000E+0 0,000E+0 3,544E+4 5,007E-11
1,102E+0 -2,658E-1 8,677E-2 0,000E+0 0,000E+0 3,547E+4 6,225E-11
1,090E+0 -2,625E-1 8,085E-2 0,000E+0 0,000E+0 3,550E+4 8,279E-11
1,078E+0 -2,585E-1 7,426E-2 0,000E+0 0,000E+0 3,553E+4 5,516E-11
1,067E+0 -2,547E-1 6,867E-2 0,000E+0 0,000E+0 3,556E+4 5,280E-11
1,056E+0 -2,503E-1 6,291E-2 0,000E+0 0,000E+0 3,559E+4 7,240E-11
1,044E+0 -2,462E-1 5,731E-2 0,000E+0 0,000E+0 3,562E+4 8,178E-11
1,033E+0 -2,414E-1 5,171E-2 0,000E+0 0,000E+0 3,565E+4 5,021E-11
1,023E+0 -2,370E-1 4,661E-2 0,000E+0 0,000E+0 3,568E+4 5,903E-11
1,013E+0 -2,314E-1 4,135E-2 0,000E+0 0,000E+0 3,571E+4 5,521E-11
1,003E+0 -2,259E-1 3,608E-2 0,000E+0 0,000E+0 3,574E+4 5,844E-11
9,943E-1 -2,205E-1 3,114E-2 0,000E+0 0,000E+0 3,577E+4 4,885E-11
9,852E-1 -2,147E-1 2,653E-2 0,000E+0 0,000E+0 3,580E+4 5,098E-11
9,767E-1 -2,088E-1 2,176E-2 0,000E+0 0,000E+0 3,583E+4 9,257E-11
9,689E-1 -2,024E-1 1,748E-2 0,000E+0 0,000E+0 3,586E+4 5,492E-11
9,614E-1 -1,963E-1 1,337E-2 0,000E+0 0,000E+0 3,589E+4 1,003E-10
9,540E-1 -1,899E-1 8,758E-3 0,000E+0 0,000E+0 3,592E+4 7,621E-11
9,470E-1 -1,828E-1 4,479E-3 0,000E+0 0,000E+0 3,595E+4 6,398E-11
9,410E-1 -1,761E-1 6,936E-4 0,000E+0 0,000E+0 3,598E+4 6,706E-11
9,355E-1 -1,687E-1 -3,092E-3 0,000E+0 0,000E+0 3,601E+4 7,370E-11
9,299E-1 -1,614E-1 -6,219E-3 0,000E+0 0,000E+0 3,604E+4 7,442E-11
9,255E-1 -1,540E-1 -9,840E-3 0,000E+0 0,000E+0 3,607E+4 7,989E-11
9,210E-1 -1,466E-1 -1,330E-2 0,000E+0 0,000E+0 3,610E+4 9,343E-11
9,176E-1 -1,387E-1 -1,609E-2 0,000E+0 0,000E+0 3,613E+4 9,218E-11
9,145E-1 -1,313E-1 -1,889E-2 0,000E+0 0,000E+0 3,616E+4 6,685E-11
9,117E-1 -1,234E-1 -2,153E-2 0,000E+0 0,000E+0 3,619E+4 7,662E-11
9,097E-1 -1,153E-1 -2,383E-2 0,000E+0 0,000E+0 3,622E+4 5,327E-11
9,082E-1 -1,071E-1 -2,630E-2 0,000E+0 0,000E+0 3,625E+4 7,033E-11
9,071E-1 -9,904E-2 -2,827E-2 0,000E+0 0,000E+0 3,628E+4 5,022E-11
9,072E-1 -9,081E-2 -3,008E-2 0,000E+0 0,000E+0 3,631E+4 4,868E-11
9,074E-1 -8,242E-2 -3,206E-2 0,000E+0 0,000E+0 3,634E+4 6,316E-11
9,085E-1 -7,403E-2 -3,354E-2 0,000E+0 0,000E+0 3,637E+4 6,991E-11
9,102E-1 -6,563E-2 -3,502E-2 0,000E+0 0,000E+0 3,640E+4 7,970E-11
9,125E-1 -5,724E-2 -3,584E-2 0,000E+0 0,000E+0 3,643E+4 9,021E-11
9,153E-1 -4,852E-2 -3,733E-2 0,000E+0 0,000E+0 3,646E+4 6,660E-11
9,191E-1 -3,979E-2 -3,815E-2 0,000E+0 0,000E+0 3,649E+4 4,992E-11
9,232E-1 -3,156E-2 -3,848E-2 0,000E+0 0,000E+0 3,652E+4 7,121E-11
9,283E-1 -2,251E-2 -3,881E-2 0,000E+0 0,000E+0 3,655E+4 1,057E-10
9,336E-1 -1,428E-2 -3,914E-2 0,000E+0 0,000E+0 3,658E+4 7,384E-11
9,398E-1 -5,231E-3 -3,930E-2 0,000E+0 0,000E+0 3,661E+4 5,501E-11
9,469E-1 3,656E-3 -3,881E-2 0,000E+0 0,000E+0 3,664E+4 6,044E-11
9,548E-1 1,221E-2 -3,864E-2 0,000E+0 0,000E+0 3,667E+4 6,472E-11
9,628E-1 2,061E-2 -3,798E-2 0,000E+0 0,000E+0 3,670E+4 5,537E-11
9,717E-1 2,950E-2 -3,733E-2 0,000E+0 0,000E+0 3,673E+4 7,332E-11
9,816E-1 3,822E-2 -3,601E-2 0,000E+0 0,000E+0 3,676E+4 8,835E-11
9,923E-1 4,661E-2 -3,535E-2 0,000E+0 0,000E+0 3,679E+4 8,134E-11
1,003E+0 5,534E-2 -3,387E-2 0,000E+0 0,000E+0 3,682E+4 7,011E-11
1,015E+0 6,389E-2 -3,239E-2 0,000E+0 0,000E+0 3,685E+4 5,854E-11
1,028E+0 7,229E-2 -3,091E-2 0,000E+0 0,000E+0 3,688E+4 6,838E-11
1,041E+0 8,052E-2 -2,860E-2 0,000E+0 0,000E+0 3,691E+4 6,326E-11
1,055E+0 8,907E-2 -2,663E-2 0,000E+0 0,000E+0 3,694E+4 1,093E-10
1,070E+0 9,714E-2 -2,399E-2 0,000E+0 0,000E+0 3,697E+4 7,779E-11
1,085E+0 1,050E-1 -2,185E-2 0,000E+0 0,000E+0 3,700E+4 4,150E-11
1,101E+0 1,136E-1 -1,873E-2 0,000E+0 0,000E+0 3,703E+4 7,254E-11
1,119E+0 1,215E-1 -1,560E-2 0,000E+0 0,000E+0 3,706E+4 4,890E-11
1,136E+0 1,294E-1 -1,297E-2 0,000E+0 0,000E+0 3,709E+4 6,860E-11
1,154E+0 1,371E-1 -9,346E-3 0,000E+0 0,000E+0 3,712E+4 8,921E-11
1,173E+0 1,450E-1 -6,219E-3 0,000E+0 0,000E+0 3,715E+4 8,527E-11
1,192E+0 1,524E-1 -2,433E-3 0,000E+0 0,000E+0 3,718E+4 9,334E-11
1,213E+0 1,598E-1 1,352E-3 0,000E+0 0,000E+0 3,721E+4 6,592E-11
1,233E+0 1,674E-1 5,137E-3 0,000E+0 0,000E+0 3,724E+4 6,616E-11
1,255E+0 1,742E-1 9,252E-3 0,000E+0 0,000E+0 3,727E+4 5,752E-11
1,278E+0 1,816E-1 1,370E-2 0,000E+0 0,000E+0 3,730E+4 7,925E-11
1,301E+0 1,885E-1 1,781E-2 0,000E+0 0,000E+0 3,733E+4 6,191E-11
1,325E+0 1,951E-1 2,225E-2 0,000E+0 0,000E+0 3,736E+4 4,575E-11
1,349E+0 2,020E-1 2,719E-2 0,000E+0 0,000E+0 3,739E+4 6,428E-11
1,374E+0 2,082E-1 3,213E-2 0,000E+0 0,000E+0 3,742E+4 6,360E-11
1,399E+0 2,147E-1 3,690E-2 0,000E+0 0,000E+0 3,745E+4 4,678E-11
1,425E+0 2,209E-1 4,200E-2 0,000E+0 0,000E+0 3,748E+4 7,253E-11
1,452E+0 2,268E-1 4,760E-2 0,000E+0 0,000E+0 3,751E+4 7,328E-11
1,479E+0 2,328E-1 5,254E-2 0,000E+0 0,000E+0 3,754E+4 7,061E-11
1,506E+0 2,385E-1 5,830E-2 0,000E+0 0,000E+0 3,757E+4 7,407E-11
1,534E+0 2,443E-1 6,373E-2 0,000E+0 0,000E+0 3,760E+4 9,835E-11
1,563E+0 2,497E-1 6,916E-2 0,000E+0 0,000E+0 3,763E+4 8,630E-11
1,591E+0 2,551E-1 7,525E-2 0,000E+0 0,000E+0 3,766E+4 6,734E-11
1,621E+0 2,601E-1 8,101E-2 0,000E+0 0,000E+0 3,769E+4 8,628E-11
1,650E+0 2,650E-1 8,644E-2 0,000E+0 0,000E+0 3,772E+4 5,001E-11
1,680E+0 2,701E-1 9,286E-2 0,000E+0 0,000E+0 3,775E+4 4,915E-11
1,710E+0 2,749E-1 9,895E-2 0,000E+0 0,000E+0 3,778E+4 6,381E-11
1,741E+0 2,792E-1 1,049E-1 0,000E+0 0,000E+0 3,781E+4 6,890E-11
1,770E+0 2,836E-1 1,115E-1 0,000E+0 0,000E+0 3,784E+4 6,077E-11
1,801E+0 2,881E-1 1,179E-1 0,000E+0 0,000E+0 3,787E+4 5,560E-11
1,832E+0 2,922E-1 1,241E-1 0,000E+0 0,000E+0 3,790E+4 7,041E-11
1,862E+0 2,958E-1 1,307E-1 0,000E+0 0,000E+0 3,793E+4 5,603E-11
1,892E+0 3,001E-1 1,375E-1 0,000E+0 0,000E+0 3,796E+4 8,378E-11
1,921E+0 3,037E-1 1,440E-1 0,000E+0 0,000E+0 3,799E+4 1,002E-10
1,950E+0 3,075E-1 1,505E-1 0,000E+0 0,000E+0 3,802E+4 8,811E-11
1,979E+0 3,108E-1 1,572E-1 0,000E+0 0,000E+0 3,805E+4 7,522E-11
2,007E+0 3,141E-1 1,643E-1 0,000E+0 0,000E+0 3,808E+4 5,267E-11
2,035E+0 3,174E-1 1,707E-1 0,000E+0 0,000E+0 3,811E+4 7,190E-11
2,062E+0 3,205E-1 1,779E-1 0,000E+0 0,000E+0 3,814E+4 5,936E-11
2,088E+0 3,229E-1 1,849E-1 0,000E+0 0,000E+0 3,817E+4 7,584E-11
2,113E+0 3,259E-1 1,916E-1 0,000E+0 0,000E+0 3,820E+4 6,475E-11
2,138E+0 3,284E-1 1,990E-1 0,000E+0 0,000E+0 3,823E+4 6,952E-11
2,161E+0 3,310E-1 2,056E-1 0,000E+0 0,000E+0 3,826E+4 6,496E-11
2,184E+0 3,335E-1 2,125E-1 0,000E+0 0,000E+0 3,829E+4 5,407E-11
2,205E+0 3,355E-1 2,198E-1 0,000E+0 0,000E+0 3,832E+4 6,582E-11
2,225E+0 3,376E-1 2,268E-1 0,000E+0 0,000E+0 3,835E+4 4,598E-11
2,243E+0 3,391E-1 2,341E-1 0,000E+0 0,000E+0 3,838E+4 3,774E-11
2,261E+0 3,409E-1 2,410E-1 0,000E+0 0,000E+0 3,841E+4 7,966E-11
2,276E+0 3,424E-1 2,481E-1 0,000E+0 0,000E+0 3,844E+4 5,236E-11
2,291E+0 3,434E-1 2,550E-1 0,000E+0 0,000E+0 3,847E+4 7,914E-11
2,304E+0 3,442E-1 2,619E-1 0,000E+0 0,000E+0 3,850E+4 5,760E-11
2,316E+0 3,447E-1 2,691E-1 0,000E+0 0,000E+0 3,853E+4 7,201E-11
2,327E+0 3,447E-1 2,762E-1 0,000E+0 0,000E+0 3,856E+4 7,323E-11
2,337E+0 3,452E-1 2,830E-1 0,000E+0 0,000E+0 3,859E+4 5,251E-11
2,346E+0 3,447E-1 2,899E-1 0,000E+0 0,000E+0 3,862E+4 6,628E-11
2,354E+0 3,442E-1 2,968E-1 0,000E+0 0,000E+0 3,865E+4 4,778E-11
2,360E+0 3,434E-1 3,037E-1 0,000E+0 0,000E+0 3,868E+4 5,521E-11
2,366E+0 3,422E-1 3,104E-1 0,000E+0 0,000E+0 3,871E+4 6,189E-11
2,371E+0 3,404E-1 3,170E-1 0,000E+0 0,000E+0 3,874E+4 3,928E-11
2,376E+0 3,386E-1 3,238E-1 0,000E+0 0,000E+0 3,877E+4 4,822E-11
2,379E+0 3,363E-1 3,307E-1 0,000E+0 0,000E+0 3,880E+4 8,060E-11
2,381E+0 3,336E-1 3,374E-1 0,000E+0 0,000E+0 3,883E+4 8,677E-11
2,383E+0 3,307E-1 3,438E-1 0,000E+0 0,000E+0 3,886E+4 6,325E-11
2,384E+0 3,276E-1 3,501E-1 0,000E+0 0,000E+0 3,889E+4 6,454E-11
2,384E+0 3,238E-1 3,559E-1 0,000E+0 0,000E+0 3,892E+4 8,744E-11
2,383E+0 3,193E-1 3,621E-1 0,000E+0 0,000E+0 3,895E+4 8,621E-11
2,382E+0 3,150E-1 3,682E-1 0,000E+0 0,000E+0 3,898E+4 5,405E-11
2,380E+0 3,106E-1 3,745E-1 0,000E+0 0,000E+0 3,901E+4 9,461E-11
2,377E+0 3,053E-1 3,799E-1 0,000E+0 0,000E+0 3,904E+4 4,374E-11
2,374E+0 2,999E-1 3,858E-1 0,000E+0 0,000E+0 3,907E+4 5,719E-11
2,371E+0 2,940E-1 3,909E-1 0,000E+0 0,000E+0 3,910E+4 4,854E-11
2,366E+0 2,876E-1 3,968E-1 0,000E+0 0,000E+0 3,913E+4 7,110E-11
2,361E+0 2,811E-1 4,016E-1 0,000E+0 0,000E+0 3,916E+4 6,330E-11
2,355E+0 2,742E-1 4,069E-1 0,000E+0 0,000E+0 3,919E+4 8,687E-11
2,349E+0 2,668E-1 4,122E-1 0,000E+0 0,000E+0 3,922E+4 5,625E-11
2,342E+0 2,593E-1 4,161E-1 0,000E+0 0,000E+0 3,925E+4 6,910E-11
2,335E+0 2,515E-1 4,207E-1 0,000E+0 0,000E+0 3,928E+4 6,784E-11
2,327E+0 2,435E-1 4,250E-1 0,000E+0 0,000E+0 3,931E+4 5,793E-11
2,319E+0 2,349E-1 4,289E-1 0,000E+0 0,000E+0 3,934E+4 9,030E-11
2,309E+0 2,262E-1 4,327E-1 0,000E+0 0,000E+0 3,937E+4 7,755E-11
2,300E+0 2,170E-1 4,363E-1 0,000E+0 0,000E+0 3,940E+4 7,115E-11
2,290E+0 2,076E-1 4,393E-1 0,000E+0 0,000E+0 3,943E+4 6,144E-11
2,280E+0 1,980E-1 4,424E-1 0,000E+0 0,000E+0 3,946E+4 8,330E-11
2,269E+0 1,880E-1 4,456E-1 0,000E+0 0,000E+0 3,949E+4 5,676E-11
2,258E+0 1,778E-1 4,484E-1 0,000E+0 0,000E+0 3,952E+4 6,687E-11
2,246E+0 1,676E-1 4,507E-1 0,000E+0 0,000E+0 3,955E+4 5,429E-11
2,234E+0 1,567E-1 4,531E-1 0,000E+0 0,000E+0 3,958E+4 4,891E-11
2,221E+0 1,457E-1 4,553E-1 0,000E+0 0,000E+0 3,961E+4 5,123E-11
2,208E+0 1,347E-1 4,571E-1 0,000E+0 0,000E+0 3,964E+4 5,511E-11
2,194E+0 1,233E-1 4,589E-1 0,000E+0 0,000E+0 3,967E+4 6,016E-11
2,180E+0 1,120E-1 4,602E-1 0,000E+0 0,000E+0 3,970E+4 5,955E-11
2,166E+0 1,003E-1 4,614E-1 0,000E+0 0,000E+0 3,973E+4 6,087E-11
2,150E+0 8,842E-2 4,623E-1 0,000E+0 0,000E+0 3,976E+4 7,155E-11
