Parameters:
     Ampl. 1=    22966.16
    Lifet. 1=       3.036
     Backgr.=      238.93
     Backgr.=           0
       Shift=           0

X²: 1.373
tau_amp: 3.04 ns; tau_int: 3.04 ns



Time[ns]	         IRF	       Decay	         Fit	  Resids.
  9.1680	           0	        4954	      5091.2	  -1.9494
  9.1840	           0	        5090	      5065.7	   0.3405
  9.2000	           0	        5095	      5040.3	   0.7658
  9.2160	           0	        4840	      5015.1	  -2.5169
  9.2320	           0	        4962	      4990.0	  -0.3975
  9.2480	           0	        5025	      4965.0	   0.8460
  9.2640	           0	        5002	      4940.2	   0.8740
  9.2800	           0	        4854	      4915.5	  -0.8824
  9.2960	           0	        4900	      4890.9	   0.1300
  9.3120	           0	        4848	      4866.4	  -0.2650
  9.3280	           0	        4874	      4842.1	   0.4565
  9.3440	           0	        4810	      4817.9	  -0.1144
