			
	m	t	
f	-5.84104E-05	0.244554	
			
X in nm	Y Signal 	f(x)	y-f
634.72	0.097	0.207479751	-0.110479751
634.76	0.10168	0.207477414	-0.105797414
634.8	0.09527	0.207475078	-0.112205078
634.84	0.1028	0.207472742	-0.104672742
634.88	0.09985	0.207470405	-0.107620405
634.92	0.09888	0.207468069	-0.108588069
634.96	0.09415	0.207465732	-0.113315732
635	0.09415	0.207463396	-0.113313396
635.04	0.097	0.20746106	-0.11046106
635.08	0.1001	0.207458723	-0.107358723
635.12	0.09802	0.207456387	-0.109436387
635.16	0.08982	0.20745405	-0.11763405
635.2	0.1027	0.207451714	-0.104751714
635.24	0.0941	0.207449378	-0.113349378
635.28	0.09033	0.207447041	-0.117117041
635.32	0.09028	0.207444705	-0.117164705
635.36	0.10194	0.207442368	-0.105502368
635.4	0.10066	0.207440032	-0.106780032
635.44	0.10168	0.207437695	-0.105757695
635.48	0.09517	0.207435359	-0.112265359
635.52	0.09776	0.207433023	-0.109673023
635.56	0.0973	0.207430686	-0.110130686
635.6	0.09705	0.20742835	-0.11037835
635.64	0.09435	0.207426013	-0.113076013
635.68	0.09425	0.207423677	-0.113173677
635.72	0.09262	0.207421341	-0.114801341
635.76	0.09807	0.207419004	-0.109349004
635.8	0.0942	0.207416668	-0.113216668
635.84	0.09807	0.207414331	-0.109344331
635.88	0.09807	0.207411995	-0.109341995
635.92	0.09303	0.207409658	-0.114379658
635.96	0.0999	0.207407322	-0.107507322
636	0.09786	0.207404986	-0.109544986
636.04	0.0999	0.207402649	-0.107502649
636.08	0.09328	0.207400313	-0.114120313
636.12	0.10632	0.207397976	-0.101077976
636.16	0.09812	0.20739564	-0.10927564
636.2	0.09807	0.207393304	-0.109323304
636.24	0.09593	0.207390967	-0.111460967
636.28	0.0971	0.207388631	-0.110288631
636.32	0.10005	0.207386294	-0.107336294
636.36	0.09898	0.207383958	-0.108403958
636.4	0.10275	0.207381621	-0.104631621
636.44	0.09995	0.207379285	-0.107429285
636.48	0.09985	0.207376949	-0.107526949
636.52	0.09909	0.207374612	-0.108284612
636.56	0.10178	0.207372276	-0.105592276
636.6	0.09873	0.207369939	-0.108639939
636.64	0.09679	0.207367603	-0.110577603
636.68	0.10087	0.207365267	-0.106495267
636.72	0.09791	0.20736293	-0.10945293
636.76	0.09812	0.207360594	-0.109240594
636.8	0.09603	0.207358257	-0.111328257
636.84	0.10285	0.207355921	-0.104505921
636.88	0.09501	0.207353584	-0.112343584
636.92	0.09298	0.207351248	-0.114371248
636.96	0.09791	0.207348912	-0.109438912
637	0.0942	0.207346575	-0.113146575
637.04	0.1025	0.207344239	-0.104844239
637.08	0.1027	0.207341902	-0.104641902
637.12	0.0998	0.207339566	-0.107539566
637.16	0.10158	0.20733723	-0.10575723
637.2	0.09603	0.207334893	-0.111304893
637.24	0.0969	0.207332557	-0.110432557
637.28	0.11039	0.20733022	-0.09694022
637.32	0.09527	0.207327884	-0.112057884
637.36	0.09506	0.207325547	-0.112265547
637.4	0.09791	0.207323211	-0.109413211
637.44	0.09725	0.207320875	-0.110070875
637.48	0.10082	0.207318538	-0.106498538
