	m	t	
f	0.000125415	0.0316679	
			
			
X in nm	Y Signal 	f	y-f
596.4	0.10392	0.106465406	-0.002545406
596.44	0.10927	0.106470423	0.002799577
596.48	0.11029	0.106475439	0.003814561
596.52	0.10657	0.106480456	8.95442E-05
596.56	0.10764	0.106485472	0.001154528
596.6	0.1057	0.106490489	-0.000790489
596.64	0.10392	0.106495506	-0.002575506
596.68	0.10352	0.106500522	-0.002980522
596.72	0.10382	0.106505539	-0.002685539
596.76	0.10825	0.106510555	0.001739445
596.8	0.10367	0.106515572	-0.002845572
596.84	0.10464	0.106520589	-0.001880589
596.88	0.10357	0.106525605	-0.002955605
596.92	0.10005	0.106530622	-0.006480622
596.96	0.1001	0.106535638	-0.006435638
597	0.10367	0.106540655	-0.002870655
597.04	0.11044	0.106545672	0.003894328
597.08	0.10744	0.106550688	0.000889312
597.12	0.10632	0.106555705	-0.000235705
597.16	0.10738	0.106560721	0.000819279
597.2	0.09985	0.106565738	-0.006715738
597.24	0.10825	0.106570755	0.001679245
597.28	0.1084	0.106575771	0.001824229
597.32	0.1028	0.106580788	-0.003780788
597.36	0.1055	0.106585804	-0.001085804
597.4	0.10657	0.106590821	-2.0821E-05
597.44	0.10173	0.106595838	-0.004865838
597.48	0.09903	0.106600854	-0.007570854
597.52	0.10194	0.106605871	-0.004665871
597.56	0.10168	0.106610887	-0.004930887
597.6	0.10652	0.106615904	-9.5904E-05
597.64	0.10464	0.106620921	-0.001980921
597.68	0.10845	0.106625937	0.001824063
597.72	0.10632	0.106630954	-0.000310954
597.76	0.10448	0.10663597	-0.00215597
597.8	0.11095	0.106640987	0.004309013
597.84	0.1111	0.106646004	0.004453996
597.88	0.1026	0.10665102	-0.00405102
597.92	0.10937	0.106656037	0.002713963
597.96	0.10178	0.106661053	-0.004881053
598	0.10738	0.10666607	0.00071393
598.04	0.09903	0.106671087	-0.007641087
598.08	0.09893	0.106676103	-0.007746103
598.12	0.10957	0.10668112	0.00288888
598.16	0.10947	0.106686136	0.002783864
598.2	0.10723	0.106691153	0.000538847
598.24	0.10275	0.10669617	-0.00394617
598.28	0.10733	0.106701186	0.000628814
598.32	0.1113	0.106706203	0.004593797
598.36	0.11115	0.106711219	0.004438781
598.4	0.10565	0.106716236	-0.001066236
598.44	0.1053	0.106721253	-0.001421253
598.48	0.10458	0.106726269	-0.002146269
598.52	0.1055	0.106731286	-0.001231286
598.56	0.10453	0.106736302	-0.002206302
598.6	0.10662	0.106741319	-0.000121319
598.64	0.10632	0.106746336	-0.000426336
598.68	0.10092	0.106751352	-0.005831352
598.72	0.10632	0.106756369	-0.000436369
598.76	0.10632	0.106761385	-0.000441385
598.8	0.0998	0.106766402	-0.006966402
598.84	0.11003	0.106771419	0.003258581
598.88	0.10922	0.106776435	0.002443565
598.92	0.10626	0.106781452	-0.000521452
598.96	0.11304	0.106786468	0.006253532
599	0.11151	0.106791485	0.004718515
599.04	0.11136	0.106796502	0.004563498
599.08	0.10479	0.106801518	-0.002011518
599.12	0.10647	0.106806535	-0.000336535
599.16	0.10464	0.106811551	-0.002171551
599.2	0.10738	0.106816568	0.000563432
599.24	0.10341	0.106821585	-0.003411585
599.28	0.10469	0.106826601	-0.002136601
599.32	0.10453	0.106831618	-0.002301618
599.36	0.10749	0.106836634	0.000653366
599.4	0.10469	0.106841651	-0.002151651
599.44	0.10173	0.106846668	-0.005116668
599.48	0.10626	0.106851684	-0.000591684
599.52	0.10382	0.106856701	-0.003036701
599.56	0.10173	0.106861717	-0.005131717
599.6	0.10514	0.106866734	-0.001726734
599.64	0.10545	0.106871751	-0.001421751
599.68	0.10754	0.106876767	0.000663233
599.72	0.10545	0.106881784	-0.001431784
599.76	0.10453	0.1068868	-0.0023568
599.8	0.10637	0.106891817	-0.000521817
599.84	0.10163	0.106896834	-0.005266834
599.88	0.10464	0.10690185	-0.00226185
599.92	0.10479	0.106906867	-0.002116867
599.96	0.1028	0.106911883	-0.004111883
600	0.10443	0.1069169	-0.0024869
600.04	0.10372	0.106921917	-0.003201917
600.08	0.10372	0.106926933	-0.003206933
600.12	0.11034	0.10693195	0.00340805
600.16	0.10744	0.106936966	0.000503034
600.2	0.10397	0.106941983	-0.002971983
600.24	0.10377	0.106947	-0.003177
600.28	0.10718	0.106952016	0.000227984
600.32	0.10642	0.106957033	-0.000537033
600.36	0.10377	0.106962049	-0.003192049
600.4	0.10357	0.106967066	-0.003397066
