Waveleght	Intensity	Error
622.8	0.16782	0.00027
622.84	0.15835	0.00041
622.88	0.16573	0.00032
622.92	0.1669	0.0004
622.95	0.16497	0.00041
623.0	0.16232	0.00056
623.04	0.16196	0.00047
623.07	0.16975	0.00027
623.12	0.17337	0.00039
623.16	0.16772	0.00036
623.19	0.17052	0.00047
623.24	0.17805	0.00031
623.28	0.17067	0.00033
623.31	0.17052	0.00047
623.36	0.17047	0.0004
623.4	0.18009	0.00038
623.43	0.17627	0.00046
623.48	0.17082	0.0006
623.52	0.17627	0.0004
623.56	0.17622	0.00041
623.6	0.17642	0.00056
623.64	0.17826	0.00041
623.68	0.18656	0.00036
623.72	0.18289	0.00046
623.76	0.1916	0.00038
623.8	0.18202	0.00032
623.84	0.19338	0.0004
623.88	0.19323	0.00032
623.92	0.19343	0.00041
623.95	0.19811	0.00052
624.0	0.20575	0.00034
624.04	0.21125	0.00025
624.07	0.21308	0.00032
624.12	0.20168	0.00025
624.16	0.20901	0.00032
624.19	0.20896	0.00048
624.24	0.21603	0.00064
624.28	0.21318	0.00038
624.31	0.20926	0.00034
624.36	0.22174	0.00046
624.4	0.22617	0.0004
624.43	0.217	0.00051
624.48	0.22423	0.00042
624.52	0.22428	0.00032
624.56	0.21858	0.00044
624.6	0.21094	0.00044
624.64	0.21858	0.0005
624.68	0.2141	0.00039
624.72	0.20926	0.00047
624.76	0.20814	0.00033
624.8	0.20819	0.00025
624.84	0.2168	0.00056
624.88	0.20361	0.00034
624.92	0.20743	0.00036
624.95	0.20936	0.0004
625.0	0.20458	0.00051
625.04	0.19816	0.00046
625.07	0.19786	0.00042
625.12	0.19343	0.00047
625.16	0.20066	0.00034
